status,name_of_covered_entity,individuals_affected,breach_submission_date,web_description,location_of_breached_information,state,covered_entity_type,type_of_breach,business_associate_present
current,f7a34670e74406f12de29fc8afbe15eb2fe2b1ddfb011a163f68e357faf2d9f6,9424,07/25/2022,,Network Server,FL,Health Plan,Unauthorized Access/Disclosure,No
current,4ad58568524bc8b67bafb8ecc4be99f20039e4f7722b36997982883d5ead46f1,1583,07/25/2022,,Email,IA,Business Associate,Hacking/IT Incident,Yes
current,c353f9ac9f0c6ae3423234ba3f026f02460c1c7632edd060ec455be2eb60e8ab,3805,07/25/2022,,Network Server,NH,Business Associate,Hacking/IT Incident,Yes
current,c2f88a49b10e600087ca1b9ee4f9d30fa365d29f3d232b1297e6e35789ad58f8,1457,07/25/2022,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,415cbffe41442735215878c117e244cc7c885a40374d1475dfcc79007cdf309a,2400,07/25/2022,,Email,GA,Healthcare Provider,Hacking/IT Incident,No
current,6df24c0336ac0e4ac1df8143ce5556f3446429d30d6e742d5055eaf73ff3aa04,1116,07/25/2022,,Email,NC,Healthcare Provider,Hacking/IT Incident,No
current,908d14fa8a32b6be0f8e34d5401a573d9e9132e7372841de7aa78a10fb0ede1e,5004,07/22/2022,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,71161a74a2e64cd571ff78b75cc6398afd471be354ffcf6e4e0b70dc939081c4,6109,07/22/2022,,Network Server,RI,Health Plan,Hacking/IT Incident,No
current,ea4508184be579203f607e39f6f717ae6dbe0eba5c0a4766cd003464db59a319,4614,07/21/2022,,Email,PA,Business Associate,Hacking/IT Incident,Yes
current,d9103644f5f8d1971eeaf4783714b7967ab7777a824853e86ae293570e34dabe,11938,07/21/2022,,Network Server,ME,Healthcare Provider,Hacking/IT Incident,Yes
current,a30ac2e9738e2e3e2e589211f248bfdb09b77b5d947e842ee39e03eb85df3b87,4447,07/20/2022,,Network Server,TX,Health Plan,Hacking/IT Incident,No
current,56b465a6c6f5e3a4723e53fa7ea1dcea0354dae958414bb6a33fcc65c4a0413a,1079,07/20/2022,,Email,SD,Healthcare Provider,Hacking/IT Incident,No
current,32d6c379f3810911d431af79f624f6111aef6f8fd6a2fc140ba7f233b1fae9a0,37146,07/20/2022,,Paper/Films,WA,Business Associate,Unauthorized Access/Disclosure,Yes
current,062ddf14033f763e9988788c912f651d3954114af6e28742ea23cf537db96cd6,362833,07/19/2022,,Network Server,IN,Healthcare Provider,Hacking/IT Incident,No
current,dda9d122fd0d3880ae50551cbd859cd57cc2ac0037640deb26f6cca918b396d6,1178,07/19/2022,,Email,OH,Healthcare Provider,Unauthorized Access/Disclosure,No
current,86f59770d45c52286c16dd99798ef8ab104a1d9ef617b547788002974bd7ef6e,2236,07/15/2022,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,1b6beb504e180fc3d99afb6c3a77cd3afc47fb647b4d5671969563761da49aeb,1201,07/15/2022,,Laptop,NH,Healthcare Provider,Loss,No
current,5dba0f6b8ca7e02ba2e44379e3640c6b68c07593051a64e0accd7da7970ecc59,28913,07/15/2022,,Network Server,NC,Healthcare Provider,Hacking/IT Incident,No
current,7c5b2685c48f1c4bdb03ea86c83ee8711f17aa5e4105f2a47182d85c6e9d0f94,1056,07/14/2022,,Network Server,MO,Healthcare Provider,Hacking/IT Incident,No
current,5019f78b3a0864f1f05a3f2b9518fa74c2952b6bf79abcb16e39a32139191689,83969,07/11/2022,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,c2f88a49b10e600087ca1b9ee4f9d30fa365d29f3d232b1297e6e35789ad58f8,878,07/08/2022,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,ea2db9365fc517043fa7656f5f798922e13bbeb21026672ac36eca347993d0a4,2513,07/08/2022,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,04fb85f28f02290d1c79e006e4d522513d7727172ad1aab39b84e19376aeef8a,1698,07/08/2022,,Network Server,WI,Health Plan,Hacking/IT Incident,Yes
current,c2f88a49b10e600087ca1b9ee4f9d30fa365d29f3d232b1297e6e35789ad58f8,1089,07/08/2022,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,724fd5ff53366255fc05a469029019db26b5e89e58c0ab438677fd3595833546,46142,07/05/2022,,Network Server,WI,Healthcare Provider,Hacking/IT Incident,No
current,f4203fbf5639a08c9727b24a26ff046dc441d6c458638a54c6491dcced66bac1,1652,07/05/2022,,"Desktop Computer, Electronic Medical Record",WY,Healthcare Provider,Unauthorized Access/Disclosure,No
current,822a1bc9167dc5b805d9441081ca1940a2b8b933fed7132ccaad966a0f20748f,130922,07/01/2022,,Network Server,NC,Business Associate,Hacking/IT Incident,Yes
current,c80bb08d0411bdb5f16401ad54b9b28726fa85ae92e2c3db8c213f4278d7a57a,15062,07/01/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,957323b1dd27ee37829a13253712b0941aa3b29b14a9ebfae5c65da487ea46a1,1918941,07/01/2022,,Network Server,CO,Business Associate,Hacking/IT Incident,Yes
current,447c4e9d360a07d8f2655f420ec4e06ab242a5bb9cae6cd9fd89b0735d28c976,144104,06/30/2022,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,57aca7fbfa81d3d813bccfa6e61b77a620d2d80e0ba100302e930b62a28b7d5c,1369,06/30/2022,,Email,NE,Healthcare Provider,Hacking/IT Incident,No
current,42e46efbf26a7a56584cc47b80eafb6b2cc0d6394c8688cce57e13e716de90bd,628,06/30/2022,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,c2f88a49b10e600087ca1b9ee4f9d30fa365d29f3d232b1297e6e35789ad58f8,1145,06/29/2022,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,7779d40c7732e04383f3ab633dd6e75569d35949e593d5926e9fdf84e6910289,92361,06/28/2022,,Electronic Medical Record,MO,Healthcare Provider,Hacking/IT Incident,Yes
current,c2f88a49b10e600087ca1b9ee4f9d30fa365d29f3d232b1297e6e35789ad58f8,735,06/27/2022,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,c2f88a49b10e600087ca1b9ee4f9d30fa365d29f3d232b1297e6e35789ad58f8,1267,06/27/2022,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,42f913f88e99550cc47471b30dbb8ed2ef9ad79505657157d25c85b3650bf1ba,1300,06/22/2022,,Network Server,NJ,Healthcare Provider,Hacking/IT Incident,Yes
current,26ecac05557a7560efb5fe0c09136bc065816b53af566836682f36a1f1fa8710,1000,06/21/2022,,Network Server,AZ,Healthcare Provider,Hacking/IT Incident,No
current,aee6e669a9202b2b94e1e76965b40cbd1ce334d99b7f8353059fccece099720c,22011,06/17/2022,,Network Server,OH,Healthcare Provider,Hacking/IT Incident,No
current,28aafa4003a00951a67e4d9ab7b166c59d0131740b06e34d9ff65c9e9a35fc23,800,06/17/2022,,Paper/Films,IL,Healthcare Provider,Improper Disposal,No
current,8b350acb86c926e85bc5b08dff3d6ff377c2938379d08d315d3cbc64fe77197f,880,06/17/2022,,Email,OH,Health Plan,Hacking/IT Incident,No
current,95942c7a3d8c7cd67e5ff63364c5fe31616c01e0b926600ad7142a6b53c90eda,9769,06/16/2022,,Network Server,OH,Health Plan,Unauthorized Access/Disclosure,No
current,285608ecf096dc5992329a970a62416149de3fbee2b0e8c8154ae0ebda2e55f3,2191,06/16/2022,,Email,NC,Healthcare Provider,Hacking/IT Incident,No
current,2cc450f9405d7099873fd96d6b88df104fa0b3ecf996e00906830257adfc435b,13344,06/16/2022,,Network Server,NY,Health Plan,Hacking/IT Incident,No
current,707291701465ac18a8d86f7cde8c787796b729cd5a0e4c80c040c5a91d7a68b8,1608549,06/15/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,52769b1cf7941876384a306a2c5f9f86bd422c9447c859f2130b494ec385ac91,54239,06/15/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,ac5b70789e312b6d9db1c75ac929160154281d281a18ad142fa6e3c88c8a19a9,19796,06/12/2022,,Network Server,NJ,Business Associate,Hacking/IT Incident,Yes
current,51a7dd6a07673641f49fb31a2fa8aebc6a58acb947e58abb94bdab94cd6037c1,793283,06/10/2022,,Network Server,WA,Business Associate,Hacking/IT Incident,Yes
current,2917593a007c644627c41704bfd0d17102ad6fe0fb2604a345776868119476f1,500,06/10/2022,,Email,NY,Healthcare Provider,Hacking/IT Incident,No
current,62585ed089667c15c4f637977fd727c472991801b00ee017a420f66dd08f0960,783145,06/09/2022,,Network Server,AZ,Healthcare Provider,Hacking/IT Incident,No
current,d6d2d36a430e4e4b35e9c83e05555d80a6472f7a6ca7bccd3eb700fe689494f7,172450,06/09/2022,,Network Server,WI,Business Associate,Hacking/IT Incident,Yes
current,945f23e7b2204ac91f776e81d3d07cec10ce673417ddfa7c7d3a250c6614b4a1,3500,06/09/2022,,Network Server,DE,Healthcare Provider,Hacking/IT Incident,No
current,7c64ccd4119e8fbd36aac4be6235ece1481d0f3c654b88dc8163e30d1d13d82b,1333,06/08/2022,,Network Server,OH,Healthcare Provider,Hacking/IT Incident,Yes
current,2c338e2b6dd2f226695d2d1cf476bfae1cc35917edb455b94962c0fd57bb7b2d,6695,06/07/2022,,Email,NC,Healthcare Provider,Hacking/IT Incident,No
current,dba79922f81faf110d7643044380018afa5818129875d689046bfb33c5b9f85d,1658,06/06/2022,,Network Server,NE,Healthcare Provider,Hacking/IT Incident,No
current,8eade1e4d3da59784a4b9e78924532dad97079a5017286a08756fec805918421,1523,05/31/2022,,Network Server,WA,Healthcare Provider,Hacking/IT Incident,No
current,044162ba7e9b1dd5372172eed26aba728fa8481bd7642e386cbfe84430148e56,2000000,05/27/2022,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,316491039f59d7109eee032126b9da54fdb7079c56632b3c2e71e93c4b0ebd48,2568,05/27/2022,,Email,IL,Healthcare Provider,Hacking/IT Incident,No
current,d468753573e18f1a887348d548706b0e84cd6a46b4887a6371be88dc1384a7c4,500,05/27/2022,,Email,MO,Business Associate,Hacking/IT Incident,Yes
current,77dac9aad27454e7445e47d9820a78af3aa118da542f3d932e4ce5c6fcca049b,1943,05/26/2022,,Network Server,MI,Health Plan,Hacking/IT Incident,No
current,f1d55e69c230ffa170c720914c25c618b5a4a5ce6c0cd2d1846a2a05796739cf,129682,05/26/2022,,Network Server,IL,Business Associate,Hacking/IT Incident,Yes
current,b4032cec5403e938293c4777476ec8c3e9df52c0e6d5e4cc8dbd72e062ff121f,68957,05/26/2022,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,b29f62d617864102892f70dd58fa22c0c8f5b8af09067cf181d598dc51f310e1,500,05/25/2022,,Email,WA,Healthcare Provider,Hacking/IT Incident,No
current,eedba0fb4df733c1a2df7ee27bf6c19a198500cbdb95a7c12ab1c8ccd1bfd5d8,38000,05/25/2022,,Electronic Medical Record,MO,Healthcare Provider,Hacking/IT Incident,Yes
current,b1bc0c5fd57e2272ed5f89787b1ee51f3ebb6eb63d7d3bee25a61c0f54aed3f7,33619,05/24/2022,,Network Server,KS,Healthcare Provider,Hacking/IT Incident,No
current,67b7b49805e112ce9d4acf6741bafe622dc6415bd05e8a351046ad057dac3a26,86562,05/24/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,1e7f1ca57a24e6ad50814bae0b6d4d421ce7a9e3b29d17b9b75da85cab96d0f9,29972,05/23/2022,,Network Server,OH,Healthcare Provider,Hacking/IT Incident,No
current,7c5b2685c48f1c4bdb03ea86c83ee8711f17aa5e4105f2a47182d85c6e9d0f94,500,05/23/2022,,Email,MO,Health Plan,Hacking/IT Incident,No
current,606b4f003bd1e160338b3491adcdc77dc7e8d82490ff454f7544b81b7d5959aa,90000,05/20/2022,,Email,CA,Healthcare Provider,Hacking/IT Incident,No
current,2c39b5f6f5f1dd770c3284df271bd99a6b51b53165ce123bd61269f40ed21761,854913,05/18/2022,,Network Server,CA,Health Plan,Hacking/IT Incident,No
current,50d55224e525814301113fefef74b246269b9873b75cb7fd624764147da51f13,14273,05/18/2022,,Network Server,OK,Healthcare Provider,Hacking/IT Incident,No
current,5c12a06e7a4038e928e9726016dc502c2d8b40b21805600c0bdc47e616d1b9e4,6701,05/17/2022,,Email,MT,Healthcare Provider,Hacking/IT Incident,No
current,97a82ea95d0dff89992647e82a41621f1385da75906523aec7902b022c4be436,1868831,05/16/2022,,"Email, Network Server",IN,Healthcare Provider,Hacking/IT Incident,No
current,d77fd3eacaf9646e9f2efbe56e1ea8313dfee5291afb3f71532f03f17fe87d8a,2008,05/13/2022,,Network Server,MD,Health Plan,Hacking/IT Incident,No
current,20a0514df9d6c74ff4f3b0d1fafdaf75c51f6d1a0a990bdd221bceb4e4ac907a,119513,05/13/2022,,Network Server,OH,Health Plan,Hacking/IT Incident,No
current,33b6db15afbe6dde4fea452cdeed8c784365867a7e14f5e561a10d81bfe1725f,92311,05/13/2022,,Network Server,IN,Healthcare Provider,Hacking/IT Incident,No
current,b31d72fd515f1bb5448c030037ef387157bedf07b7362e6a18b48d29cde7418f,606,05/11/2022,,Network Server,VA,Healthcare Provider,Hacking/IT Incident,No
current,c119e7928c2f1fff49d132748a7ce3498aa0cae8bc9d56f7dbb38ae037b103e2,25318,05/10/2022,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,No
current,c353f9ac9f0c6ae3423234ba3f026f02460c1c7632edd060ec455be2eb60e8ab,81244,05/09/2022,,Network Server,NH,Healthcare Provider,Hacking/IT Incident,No
current,36b51481a5221eacd25e0d6b799c85a503ab8c35ff8bfcdb88647e57c8435f52,1781,05/06/2022,,Email,NC,Healthcare Provider,Hacking/IT Incident,No
current,0c3c2585d69e3bbc9ae636a743af123f490ac5d2bf7df27d8a8681396900a2c5,959,05/06/2022,,Laptop,OH,Health Plan,Unauthorized Access/Disclosure,Yes
current,13a574c8364458a16026a8a6a401d50108c638ea9a8262ce97a334616d579a3d,1720,05/06/2022,,Email,OH,Healthcare Provider,Unauthorized Access/Disclosure,No
current,83a4661b3c66f70479831e5542a30cdf8c7f9b7c5ea4b310907b0b8e00549c23,1584,05/06/2022,,Paper/Films,MN,Business Associate,Unauthorized Access/Disclosure,Yes
current,95173ac5e90c5ccb515c0433e667ddd56355d8fb8d9298109f5f24d8396fee27,149940,05/05/2022,,Paper/Films,CA,Healthcare Provider,Theft,No
current,a123fcf6b1e21fd9094c512a06995ea1e3db3a94777511469922bf98d7b9b6a8,1085,05/04/2022,,Network Server,NH,Healthcare Provider,Hacking/IT Incident,No
current,476ad5fdfd11f34a7699b37f2362d7777dd5cc315c416c59cd72a335058f31a2,3684,04/29/2022,,Electronic Medical Record,KS,Healthcare Provider,Hacking/IT Incident,Yes
current,03f2749e474157d5dc2fb877893fcbcc8be71a8eed550df0e105855badb91ee9,260740,04/29/2022,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,3c24e1864e8c90af0c7b5ea80f05deb872ac2350447393655f7ac89fd57afc03,26333,04/29/2022,,Electronic Medical Record,KS,Healthcare Provider,Hacking/IT Incident,Yes
current,4d40628753e3feda126e094ce13151bfbc2986b85524fbfcf203b15127bde5ff,14984,04/29/2022,,Electronic Medical Record,NE,Healthcare Provider,Hacking/IT Incident,Yes
current,fcdb26bbf5ff2baad02de3e8c7bf141144929bd47ab48183198f1bf198d52e5c,8000,04/28/2022,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,Yes
current,52bb76011a20a1c1618913d6fe5abe2ed24241d42489ef61a8a4d83015563a90,23400,04/28/2022,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,No
current,6524aef5956183526b7d47742ee55c4489240503c3caad82d28ab4d61b1b07ce,20651,04/27/2022,,Network Server,OH,Healthcare Provider,Hacking/IT Incident,Yes
current,7c64ccd4119e8fbd36aac4be6235ece1481d0f3c654b88dc8163e30d1d13d82b,15136,04/26/2022,,Network Server,OH,Healthcare Provider,Hacking/IT Incident,No
current,175d03147900b66f829668396ab76a1896750397b9dc9c7ccf76bc4fef605263,3717,04/22/2022,,Electronic Medical Record,NY,Healthcare Provider,Unauthorized Access/Disclosure,No
current,e5381c43ffb419b1dfee39ffd4227a7c37dc5075d948703ab16e50907b5bb8b2,1322,04/22/2022,,Network Server,NH,Healthcare Provider,Hacking/IT Incident,Yes
current,928bb8ae5a96a5f6714f47eb1e04851ae09da2def7c5aa9981a21331049e6b9f,227943,04/22/2022,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,03c3a01f7351a0bbd39ab863f48583b1b26abfd3836eb91b9036ed4d9bd97f8f,727,04/21/2022,,Network Server,VA,Health Plan,Hacking/IT Incident,No
current,e7812fe04c0085b7a4e1d51e8e759131f6db7510be1e347f7019eb92db5497a1,875,04/21/2022,,Network Server,OH,Health Plan,Hacking/IT Incident,No
current,bf782a87a79908db38cc85d7516dc58f13d2a4a50f7b2191ae95d725f2fcc36b,5944,04/19/2022,,Network Server,GA,Healthcare Provider,Hacking/IT Incident,No
current,69701d995bab71afb9d20afb59ece777cf2eea2ec8abdf8f6d4864711c3442e3,10502,04/19/2022,,Email,CT,Healthcare Provider,Hacking/IT Incident,No
current,6664e22da7f3a108183f675b05e65b5c1dd8680216cb9792cc4eecf76f43d7a0,59872,04/18/2022,,Email,NH,Healthcare Provider,Hacking/IT Incident,No
current,05cfa2ce901e166567b4e1cddbc62e5f6c7a9905b3f8ac4febf919313c7c8178,1625,04/15/2022,,Paper/Films,NY,Business Associate,Unauthorized Access/Disclosure,Yes
current,05cfa2ce901e166567b4e1cddbc62e5f6c7a9905b3f8ac4febf919313c7c8178,745,04/15/2022,,Paper/Films,NY,Business Associate,Unauthorized Access/Disclosure,Yes
current,05cfa2ce901e166567b4e1cddbc62e5f6c7a9905b3f8ac4febf919313c7c8178,8015,04/15/2022,,Paper/Films,NY,Business Associate,Unauthorized Access/Disclosure,Yes
current,b02049b9ec371025faeccc2099e38643f24e07defb0b12005bf9200c40c0260f,24029,04/14/2022,,"Network Server, Other",OH,Healthcare Provider,Hacking/IT Incident,No
current,4a4ad37536ddedb5f925c576f872b98df525ef62bbb2ce68adfb65ee8bdca2f4,52224,04/14/2022,,Email,KS,Healthcare Provider,Hacking/IT Incident,No
current,823198c005683d6e72e85016a05f73f410d6aa6348beddff0069a1a35942369c,15401,04/13/2022,,Laptop,FL,Healthcare Provider,Theft,No
current,8dde040ad3c034f82153c0259abeb2a907cdd5e60ef0330eaef77bcb39c61452,510574,04/11/2022,,Network Server,ND,Healthcare Provider,Hacking/IT Incident,No
current,f656235888a1aea2db24f85c3ffc55d577d0e6062bce241f51bebea763afa5af,1748,04/11/2022,,"Electronic Medical Record, Email, Paper/Films",OH,Healthcare Provider,Unauthorized Access/Disclosure,No
current,728558296e4ed51e6f998c92f81fba7edbdc937096786e59246b401c71bdcf24,501,04/07/2022,,Network Server,TN,Healthcare Provider,Hacking/IT Incident,No
current,5bd11904aee63d404d2fede0351ddb25fa67406ba20f2a0ffcb390adb18ef26a,716,04/07/2022,,Network Server,OH,Health Plan,Unauthorized Access/Disclosure,No
current,461f6fbf01bb427e95198e4d18626d71f6a34299c9e0d5d36f3687c769b6415b,7147,04/06/2022,,Email,MI,Business Associate,Hacking/IT Incident,Yes
current,8b6d01cf2433fa7a49030279fed06bd029fd71cba673b16025243afa7075f857,820,04/05/2022,,Paper/Films,AZ,Health Plan,Unauthorized Access/Disclosure,Yes
current,e612d77f1b15c2390a90fbc31219a4a26b878f5c61b3092eb0375d8e6b09c4b2,85282,03/28/2022,,Network Server,PA,Health Plan,Hacking/IT Incident,No
current,40113c9dfa4dc4020cec0cd8f132b9b78165a087cee1a34c63946188e9f4f629,2000,03/28/2022,,Network Server,KS,Healthcare Provider,Hacking/IT Incident,No
current,7e5f6d57dbc1e084867e6bc7b8fd57c12faaa92b31c05a33b3fdd7f520583734,1000,03/25/2022,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,b98476e7127f073e433900d2f6800cbe25b9d5f3a9d7ac48720b15c741fca33e,502869,03/25/2022,,Email,IL,Healthcare Provider,Hacking/IT Incident,No
current,f8413e8d94973482a5ecc4d44118b5ec38a69fd7e620c169df354e4c872f8991,56427,03/23/2022,,Network Server,NJ,Business Associate,Hacking/IT Incident,Yes
current,abcfdf8dd9b1b93dc4bbf7e00f84a1952b58eb1a184f0c8bca5dd6f3fffc45f4,2803,03/23/2022,,Email,MN,Healthcare Provider,Hacking/IT Incident,No
current,268532e09d4183fe8bd148ce9f7a7440be03aed41d6e51a630b01cdcdbb6f92c,190209,03/21/2022,,Network Server,KY,Healthcare Provider,Hacking/IT Incident,No
current,17cffac1bac9cb89d9dda0d57a2bb094bd842f048a892ed30a5554554940883e,34775,03/21/2022,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,73a331bca0abd5deed29ba0f6c0a9f10a62dfa0afe62f8a9d68237fd25a1cee8,43071,03/18/2022,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,No
current,fb4d5a333da1693791fe215b0c6e42ef2ff8525b4afe78cd6533256e3c0ba9ea,3912,03/18/2022,,Network Server,WV,Healthcare Provider,Hacking/IT Incident,No
current,d11c3b44a2d9f0caee06f6e62a1a36ea0119d0505c8c68324b1061f0cce6c796,28725,03/17/2022,,Email,MN,Healthcare Provider,Hacking/IT Incident,No
current,ccf297fd2d1fff83e9c18d5cbfd50e8626a88299dc57e677e3e3bb7dde0c3faf,500,03/14/2022,,Network Server,,Healthcare Provider,Hacking/IT Incident,No
current,3113d7591065d462ab4756d22c492e55295e7da70dea93240278e1226132a1ba,1541,03/14/2022,,Network Server,MA,Healthcare Provider,Hacking/IT Incident,No
current,08775ce81f43b5f65740d3c9b966200ca25bb6aa9b521ac2f56904a4df260816,17578,03/11/2022,,Network Server,MO,Healthcare Provider,Hacking/IT Incident,No
current,0153c66a40b4c9bbd5bcee6c13c4a69053fb54cea4a4df74df633b53cdc172dd,85635,03/11/2022,,Network Server,KS,Healthcare Provider,Hacking/IT Incident,No
current,071dbb6a395a26f0b81d17c423e7925c8f3fc5f92ed5bf5a9241eedc3c7b5934,92453,03/10/2022,,Network Server,NJ,Healthcare Provider,Hacking/IT Incident,No
current,9da2ace0d992d89b5f389c3ac7dda14eddf2672143bd3cde785e82acbbb41584,83705,03/07/2022,,Network Server,IN,Healthcare Provider,Hacking/IT Incident,No
current,782aaf60befb059fc33f7b87b343435cb9ed2716ea01d2234c64a083d116fbf3,287652,03/04/2022,,Network Server,CO,Healthcare Provider,Hacking/IT Incident,No
current,fadfa66f7209729cbf6454e5fa7d9e2ac5abaacbcaacbb8f2242c5a57e5aff9b,2575,03/04/2022,,Email,IN,Healthcare Provider,Hacking/IT Incident,No
current,a7c4c0fd84122016eecd8392589a80a640a94891841998a966044676e241dcde,2921,03/03/2022,,Email,MI,Healthcare Provider,Hacking/IT Incident,No
current,b1eb534f6d6f0f276005760e323d3d2252a11208c081fc1135178f011480bff1,339471,03/03/2022,,Network Server,TN,Healthcare Provider,Hacking/IT Incident,No
current,1c56d3692517c94c0d6013e351b555b4eb46e031aeb44891638d5dbb20119621,10324,03/02/2022,,Network Server,OH,Healthcare Provider,Hacking/IT Incident,No
current,1b378a1d3775ec0c4e5e8223b2fd2cd3129ec29593fea0f25323f2f74adc64b5,864,03/01/2022,,Network Server,UT,Health Plan,Hacking/IT Incident,No
current,a3447d5ac4433cd8b3b7d74b235ac3a8a184896612f4629cd23fb7880743c0a3,4270,02/28/2022,,Email,MA,Business Associate,Hacking/IT Incident,Yes
current,764a502e45f3fcaf07bebc59832b588aadce03aadc5e05151a8622dc337476cd,25745,02/25/2022,,Network Server,GA,Healthcare Provider,Hacking/IT Incident,No
current,38f2708850a6fce265de9cf8ec59355b99a56a4d4f28c21cfebec573e1a07b7e,197588,02/23/2022,,Network Server,MI,Business Associate,Hacking/IT Incident,Yes
current,b4c207d6d0ef3879e193038c40db5efec40756380e12e28f165bbaeb2af78345,656,02/23/2022,,Email,NY,Healthcare Provider,Hacking/IT Incident,No
current,559a877fe89425c65b30786006ea8a663531e82431ed1d803bf3ecaf66a8b69e,1100,02/23/2022,,Email,VA,Healthcare Provider,Hacking/IT Incident,No
current,49601025c0b8eab1987747e0b30d43c7771465b06401a522db270866cff1a6c4,213543,02/22/2022,,Network Server,MT,Healthcare Provider,Hacking/IT Incident,No
current,af90fb4994323a24126d56aff5b1224cccbf7df4e1926c0aec96ceb215bf46cb,27177,02/22/2022,,Electronic Medical Record,MI,Healthcare Provider,Unauthorized Access/Disclosure,No
current,b760c10a31857c2aa1929fb171dd777f74fced06d7db45c3c6a83bc9471a410e,80000,02/19/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,d15997311dc4e416361767f1bc723daa5680cbfcbaa3b81113892daa25431a48,87552,02/18/2022,,Network Server,NC,Business Associate,Hacking/IT Incident,Yes
current,18e0aaae0f3cc58a7d48802c0757bc00d4217cc44529c253a28722afae3ed083,1039,02/14/2022,,Email,NJ,Healthcare Provider,Hacking/IT Incident,No
current,0171308f6782794f1a8ae0392b4ae841c03207c3bed70070c284d2c8db012c17,3892,02/11/2022,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,Yes
current,f76910529db17abdce28ac06d73bff1a7588921abffb0d1f9d40ca66f7a25773,6221,02/11/2022,,Network Server,RI,Healthcare Provider,Hacking/IT Incident,No
current,f038eff446c20391a760b1d18b57ab0ff956dcaf581b71d04ece5c63ef4fae18,38000,02/10/2022,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,b0c067201080cd0f0794c29e7e3f4449b4551d504277fd3d2266fcad21c23dba,12000,02/08/2022,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,668cf854754ca80a3e61d55cd0cd59cff7951e66e3fb70063eb4a44348a40cdd,115175,02/07/2022,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,39965bed9939bde2f21550b78cc4e277ffc91b6066d26a10c98626c3c5349d61,48126,02/07/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,e4df4c785bf5e2200dc4e4025d720aecba086e5404152aaac9d405958eafde5f,521046,02/01/2022,,Network Server,MI,Business Associate,Hacking/IT Incident,Yes
current,992d9711306310cad55251a476a56c234f144fb924a9688115d4f151f47cf195,31000,01/28/2022,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,667069cb7f9090ce76cbc88977bd95a6606ed5a01d2d36f1f589cee248b6527e,10023,01/24/2022,,Network Server,NJ,Health Plan,Hacking/IT Incident,No
current,f26c32b2760226e51ef3fda8ff8dc24fb58eacea5d75e8ce7e19b72c9b0b2a99,133997,01/22/2022,,Network Server,MA,Business Associate,Hacking/IT Incident,Yes
current,29620fd8301c5bc38a34aca06f266b11305f2d02d5fa724da6945eebf85dfe06,1471,01/21/2022,,Paper/Films,IL,Healthcare Provider,Unauthorized Access/Disclosure,No
current,408cbbf5ce4241c5f3514e256fa0a7cfe9fefa3a7d51b13b8ba9eaf88e06181a,518,01/21/2022,,Email,AR,Healthcare Provider,Unauthorized Access/Disclosure,No
current,16224f55b71b186dbf1560081f733aab80daa1edc50d80bbd5b935aa015c5c71,68236,01/21/2022,,Network Server,MA,Healthcare Provider,Hacking/IT Incident,No
current,51efff4102d380ffd1a58fea3f92d717bb9e6291457bdf3242f649f0f9511aad,4897,01/17/2022,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,a295d5843d4728ca25eb01cc936d888a025d244e3fcd99f43f3f6e383fe56ddf,1762,01/14/2022,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
